,artist,track,uri,time,ms_played
0,Kendrick Lamar,XXX. FEAT. U2.,spotify:track:4iYRa2btalAzPZoSYfROqF,2021-11-11 00:00,254200
1,KAYTRANADA,GLOWED UP,spotify:track:4v20N4W83XDJORt7WCedII,2021-11-11 00:10,298026
2,Marc Broussard,Come in from the Cold - Live at Dockside Studio,spotify:track:4MjIaeN8gZQ4uRrcUnXpIV,2021-11-11 00:14,252799
3,88rising,Walking (feat. Swae Lee & Major Lazer),spotify:track:1qbXrxctv75pm1lWCn6Zw3,2021-11-11 00:17,167080
4,Kendrick Lamar,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,2021-11-11 00:21,213400
5,The Brook & The Bluff,Misnomer,spotify:track:3awBLJoDSXa3TjQeDNhGlq,2021-11-11 00:24,222815
6,Fulton Lee,Love Falls Down,spotify:track:5dsG5uSqcfnw44SxpP2y94,2021-11-11 00:28,187951
7,Gibson Brothers,Everybody Hurts,spotify:track:2Y8M6qtbpekSfiAitSqWGZ,2021-11-11 00:31,213843
8,Kendrick Lamar,King Kunta,spotify:track:0N3W5peJUQtI4eyR6GJT5O,2021-11-11 00:35,234693
9,Hey Steve,Miss Prince,spotify:track:4vIcKCVTVXwTV7r6Ji0LfP,2021-11-11 01:29,840
10,Easy Giant,Comes the Light,spotify:track:4L1DtMTDMEtDJQiE0ICIj2,2021-11-11 01:29,1010
11,Jerry Garcia,Let It Rock,spotify:track:6ja9WsXHcz9s6Egpy8b9az,2021-11-11 01:29,84638
12,Pell,Pass By,spotify:track:5pivvXODUHrySXqmHmGv7W,2021-11-11 01:29,780
13,GoldLink,Herside Story,spotify:track:564oa00vY05d1uYnTEAAmE,2021-11-11 01:29,720
14,Lennon Stella,La Di Da,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,2021-11-11 01:29,1240
15,Bryson Tiller,Rambo,spotify:track:5RqsqQU0erB0OgLbwem6pU,2021-11-11 01:29,570
16,88rising,Midsummer Madness,spotify:track:6TodWdTSDfzwgYynTZSvJn,2021-11-11 01:29,880
17,Leo Sayer,You Make Me Feel Like Dancing - Remastered,spotify:track:6gTrbqZnyljwXdYQTyBkSx,2021-11-11 01:33,1250
18,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,spotify:track:4Rq2BMG5VWMhb2whSx8bf4,2021-11-11 01:33,1060
19,Lady Gaga,Rain On Me - Purple Disco Machine Remix,spotify:track:0dj5O3Nc6ONKWNd8mErvND,2021-11-11 01:33,1100
20,Lennon Stella,Much Too Much,spotify:track:6MebAuSJFYpgKmZ5o0vek4,2021-11-11 01:33,910
21,Hey Steve,Miss Prince,spotify:track:4vIcKCVTVXwTV7r6Ji0LfP,2021-11-11 01:33,3720
22,Kendrick Lamar,BLOOD.,spotify:track:1n4jwRVXdkK2U34nBDUKKT,2021-11-11 01:33,910
23,Kevin Gates,Time for That,spotify:track:1gZNqH0rDxD1mXLeul1Qq7,2021-11-11 01:33,690
24,Midland,Somewhere On The Wind,spotify:track:7kISgr6Y51hKENX23gXu2L,2021-11-11 01:33,1240
25,Atlantis Aquarius,Nibirian Sun,spotify:track:7IFBZueg7NGElnJemXil32,2021-11-11 01:33,970
26,easy life,pop tarts,spotify:track:3P23kcmBXrFyGmbthN3DLK,2021-11-11 01:33,1260
27,OneRepublic,Didn't I,spotify:track:6ikDZX0oc8EKGj2vdMAEDv,2021-11-11 01:33,880
28,The Beatles,I Want You (She's So Heavy) - Remastered 2009,spotify:track:3Z25k4ZF6QENy2d9YatsM5,2021-11-11 01:33,1030
29,Khalid,Outta My Head (with John Mayer),spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,2021-11-11 01:33,1720
30,GoldLink,Herside Story,spotify:track:564oa00vY05d1uYnTEAAmE,2021-11-11 01:33,183760
31,Coldplay,Clocks,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,2021-11-11 01:33,1170
32,Midland,Somewhere On The Wind,spotify:track:7kISgr6Y51hKENX23gXu2L,2021-11-11 01:36,200946
33,OneRepublic,Didn't I,spotify:track:6ikDZX0oc8EKGj2vdMAEDv,2021-11-11 01:37,30343
34,Lost Lakes,Whiskey River,spotify:track:37TgCoHLNkTwBNmWCdyogw,2021-11-11 01:37,770
35,Ay Wing,Orange Dreamer,spotify:track:5EEtTFmVrAduqDGv5fOLXA,2021-11-11 01:40,192533
36,The Meters,Down by the River,spotify:track:4VaU9yNVat5X3C4igPvCkQ,2021-11-11 01:55,122248
37,Jaden,Rainbow Bap,spotify:track:0hmA5UgR7wphVWN83AVDgF,2021-11-11 01:55,1730
38,Daniel Donato,Malady Melody,spotify:track:6aStlhRc6ZbjP9a6nDDfm0,2021-11-11 01:55,860
39,Major Lazer,Light It Up - Remix,spotify:track:500mvzh7TRZ0YdnVeHhj8b,2021-11-11 01:55,1900
40,Wade Bowen,So Long 6th Street,spotify:track:4dSvGgPo93WQlDYPzGYmAj,2021-11-11 01:55,780
41,Gucci Mane,Back on Road,spotify:track:39liuGHPxn2sAyvO6DINor,2021-11-11 01:55,780
42,C418,Aria Math - Protostar Remix,spotify:track:7lN8gxXPRs3c7Un4PZLyQH,2021-11-11 01:55,2230
43,Aminé,Dakota,spotify:track:45oGS3iHeT2cvkihSP7KzK,2021-11-11 01:59,225066
44,Atlanta Rhythm Section,Angel - Live,spotify:track:68M6aUkveiaEjbbO8iUTSy,2021-11-11 02:07,418561
45,"Tyler, The Creator",A BOY IS A GUN*,spotify:track:1nXZnTALNXiPlvXotqHm66,2021-11-11 02:11,210253
46,Calvin Harris,Ready For The Weekend,spotify:track:0eSnoK1snhb1MN8yo7Re3m,2021-11-11 02:14,217986
47,Chris Rodrigues,Angels in Heaven,spotify:track:65WsENH9QMCXw5rjAblgHS,2021-11-11 02:19,265694
48,COIN,Babe Ruth,spotify:track:3mCjMGGea0h42M4kOvykXA,2021-11-11 02:27,169012
49,COIN,Sagittarius Superstar (feat. Faye Webster),spotify:track:50NIEDq6xm6K4CDp8mpcTh,2021-11-11 02:29,173320
50,COIN,Cemetery,spotify:track:5czZkLGepjburbkbEaCfm4,2021-11-11 02:36,177106
51,COIN,Growing Pains,spotify:track:6B3VHoemogRyAp6VokPNKF,2021-11-11 02:40,211533
52,COIN,Crash My Car,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,2021-11-11 02:43,188306
53,COIN,Simple Romance,spotify:track:5JV2KH2HzoofJKSzdEukBp,2021-11-11 02:46,194533
54,COIN,Babe Ruth,spotify:track:3mCjMGGea0h42M4kOvykXA,2021-11-11 02:49,192866
55,COIN,Youuu,spotify:track:7u1es8J70XtwkKXWBDXsyZ,2021-11-11 02:53,235266
56,COIN,Sort It Out,spotify:track:5nCYlkCNbjhtDUHVthb7X4,2021-11-11 02:56,147720
57,COIN,I Don't Wanna Dance,spotify:track:5eLpZ8zv4yncE0RFZlRpD2,2021-11-11 02:59,180373
58,COIN,Make It Stop,spotify:track:6VVyywY4FDq84pUsAEqrRf,2021-11-11 03:02,218280
59,COIN,Into My Arms,spotify:track:5zTkiTjxGgLlhtc24r2Qse,2021-11-11 03:06,231426
60,COIN,I Feel Alive?,spotify:track:3DCuOjA8c7nfWACzfDMmea,2021-11-11 03:10,210533
61,WILLOW,Time Machine,spotify:track:1jVjOcs7QeQZJXScbqvofI,2021-11-11 03:12,143640
62,Aminé,SHINE,spotify:track:1OWGLpptXlHLw1yibeHiHa,2021-11-11 03:15,150000
63,Daniel Caesar,SUPERPOSITION,spotify:track:45PxuJqJBnPXZKLxoo9Apj,2021-11-11 03:19,263794
64,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",spotify:track:1otG6j1WHNvl9WgXLWkHTo,2021-11-11 03:23,207454
65,tobi lou,Darlin',spotify:track:0eGrwX4kf5sV1faR5tZDp3,2021-11-11 03:26,13917
66,Kevin Abstract,Peach,spotify:track:5JRMqkR82k2fdDEAim9SCN,2021-11-11 03:26,176732
67,UMI,Introspection,spotify:track:5byMYiGxEFH2UzqNWOztGW,2021-11-11 03:26,4660
68,UMI,Remember Me,spotify:track:630Ug0XtmhhFvAKo0PNuEI,2021-11-11 03:27,3950
69,BROCKHAMPTON,SUGAR (Remix) [feat. Dua Lipa],spotify:track:438wODjSTL2jgn1nePaNew,2021-11-11 03:27,84230
70,ODIE,North Face,spotify:track:63bAGRSSX2V1hhPSP2NpBC,2021-11-11 03:28,30860
71,Jessie Reyez,IMPORTED (with 6LACK),spotify:track:2shEeQzAAL3nnOXfB5pJXx,2021-11-11 03:32,225213
72,Alina Baraz,Electric (feat. Khalid),spotify:track:2mj7x99sNUsVHPBRK51zlG,2021-11-11 03:36,246327
73,Smino,Wild Irish Roses,spotify:track:6efkcs2aUBMFKxl0cl2JWQ,2021-11-11 03:39,169319
74,UMI,Love Affair,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,2021-11-11 03:42,190960
75,Choker,Juno,spotify:track:6OpU3cvY19M2hFxTbLKy5L,2021-11-11 03:46,231680
76,Daniel Caesar,Streetcar,spotify:track:7Cu2COdH93MnuireuKNiS3,2021-11-11 03:50,246972
77,Aminé,TOGETHER,spotify:track:45WkcBtgPS8xulUwEg63X1,2021-11-11 04:10,33329
78,Aminé,TOGETHER,spotify:track:45WkcBtgPS8xulUwEg63X1,2021-11-11 04:13,181610
79,Jorja Smith,Be Honest (feat. Burna Boy),spotify:track:5pAbCxt9e3f81lOmjIXwzd,2021-11-11 04:17,207030
80,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-11 04:46,233000
81,The Beach Boys,Big Sur,spotify:track:1TU1G2tU6nvIWomQyPPJB4,2021-11-11 04:49,153720
82,Still Woozy,Habit,spotify:track:4BsLwvaJOTOHDNg7xMpvrL,2021-11-11 12:53,36594
83,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-11 12:57,233000
84,Midland,Fourteen Gears - Adobe House Version,spotify:track:7tVteIrRhcy8m1DjEMaDsH,2021-11-11 13:00,197894
85,Midland,Cowgirl Blues,spotify:track:4guaZ7m088d0yCECVPM7aq,2021-11-11 13:04,238156
86,Easy Giant,Comes the Light,spotify:track:4L1DtMTDMEtDJQiE0ICIj2,2021-11-11 13:32,200388
87,Kendrick Lamar,The Recipe - Bonus Track,spotify:track:1eRBW1HcyM1zPlxO26cScZ,2021-11-11 13:32,980
88,Western Centuries,Off the Shelf,spotify:track:4i4gJZ7r1LM37pd7LajLN0,2021-11-11 13:32,710
89,Michael Calfan,Call Me Now - Rob Adans Remix,spotify:track:1v702PwxnUVdH7rw7KMLWY,2021-11-11 13:32,4210
90,Jackson Breit,Red Light,spotify:track:2sP2Ru7eNVZRxsJvoFEuhq,2021-11-11 13:32,1420
91,The Oak Ridge Boys,Callin' Baton Rouge,spotify:track:091vtbBzrMBwedmgTjr0nV,2021-11-11 13:32,800
92,Your Old Droog,Train Love,spotify:track:4dyqjATpeX4aSqf1uW3Vkr,2021-11-11 13:33,12250
93,Ric Wilson,Yellowbrick (feat. Jia Lih & Sam Veren),spotify:track:0Bf6bFly79zMm0iE9FnVQ4,2021-11-11 13:33,83800
94,Pure Prairie League,Amie,spotify:track:0jxcw9bsXmHbPUSZqscNai,2021-11-11 13:37,248000
95,Bob Seger,Night Moves,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,2021-11-11 13:43,286430
96,J Dilla,Jay Dee 51 - Instrumental,spotify:track:4s5X2EfNAakiOY53hBl5lC,2021-11-11 13:43,560
97,Lorde,Green Light,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,2021-11-11 13:47,234652
98,Aries,FOOL'S GOLD,spotify:track:3nIlBeSIVnDbWFO3mExxV2,2021-11-11 13:49,149843
99,Flume,"My Boo (feat. Vince Staples, Kučka, Ngaiire, Vera Blue) [Triple J Like A Version]",spotify:track:2Ou23o8Cqkrn46rLKLDLK6,2021-11-11 13:53,231282
100,Nao,Make It Out Alive (feat. SiR),spotify:track:0VXinRGqxFxr1BKrOrC9pP,2021-11-11 13:57,239146
101,Medasin,Go Crazy,spotify:track:33pkZ5JnVbzUGRdqWmpRef,2021-11-11 14:00,161076
102,Logic,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA",spotify:track:6VDz4m1vEGHDDqQojf1mpc,2021-11-11 14:08,487960
103,The Four Freshmen,It's A Blue World,spotify:track:2iXNeaqJ1Ef3YZ3iEak8tU,2021-11-11 14:11,178440
104,Chris Stapleton,Tryin' To Untangle My Mind,spotify:track:0b5eGJurmVg0niGBgYkoAG,2021-11-11 14:14,194920
105,Ruel,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd,2021-11-11 14:18,218826
106,Gallant,Put That on Everything - Recorded at Spotify Studios NYC,spotify:track:1h86CHk3Oqjt99XgDeVwsS,2021-11-11 14:22,257124
107,Florence + The Machine,Ship To Wreck,spotify:track:20NEld0MhrR4Zpgrf9brq8,2021-11-11 14:26,234526
108,Joy Crookes,Yah / Element - Medley,spotify:track:4ZE50Luqd1emzOeJ2DjzYn,2021-11-11 14:27,14483
109,Joy Crookes,Yah / Element - Medley,spotify:track:4ZE50Luqd1emzOeJ2DjzYn,2021-11-11 14:28,26515
110,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-11 14:39,140525
111,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-11-11 14:42,224013
112,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-11-11 14:47,275473
113,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-11-11 14:51,212653
114,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-11 14:54,233000
115,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-11 14:59,276623
116,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-11 15:03,209400
117,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-11-11 15:05,169856
118,Lake Street Dive,My Speed,spotify:track:0OnTLEBo6OkXzH8ZE3RdTr,2021-11-11 15:10,290546
119,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-11-11 15:14,218493
120,Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,2021-11-11 15:17,190647
121,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-11 15:21,213933
122,Joy Crookes,Early,spotify:track:6AcFiVsHvDtat3rmHNK2Nf,2021-11-11 15:24,193934
123,Hope Tala,Cherries,spotify:track:13z7RLPmgupzRwQY9NiTZU,2021-11-11 15:27,183769
124,MICHELLE,SUNRISE,spotify:track:0C3sscH57PNeQ8dmY6xTIR,2021-11-11 15:30,176940
125,Raveena,Headaches,spotify:track:4MNu1bSmyV3S4Y2MJMGrrP,2021-11-11 15:35,311536
126,Little Dragon,Where You Belong,spotify:track:0WPOxxoEVoglAvhqroDpQA,2021-11-11 15:39,207037
127,Noname,Diddy Bop (feat. Cam O'bi & Raury),spotify:track:7CRPXJt3IVC7V0VcM0PSQi,2021-11-11 15:42,208000
128,Joy Crookes,You & Me Song,spotify:track:2KYxtGXViLqIRY5fkOpPDS,2021-11-11 15:45,171860
129,Duckwrth,Super Bounce,spotify:track:0bdNktKwMzf6d4V5BNK1KN,2021-11-11 15:49,218017
130,Remi Wolf,Liz,spotify:track:5wJ9sSG7NItwu34jMnyxqa,2021-11-11 15:52,175866
131,Hope Tala,Lovestained,spotify:track:0RJ2QoAPH4VTdfhrX2HKQe,2021-11-11 15:54,175280
132,Cautious Clay,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",spotify:track:6lIRYe72fn1pf7TNqfI0ul,2021-11-11 15:57,138000
133,Raveena,Close 2 U,spotify:track:7rgvhF2a3WjRkRtx2lndyc,2021-11-11 16:01,239834
134,Free Nationals,Time,spotify:track:7klPHv3HnXdUY3dSfTccNc,2021-11-11 16:04,210385
135,Joy Crookes,Since I Left You - Demo,spotify:track:1W5ZEYctMAWShvwKEPNbbu,2021-11-11 16:08,207048
136,Duckwrth,Kiss U Right Now,spotify:track:4A4EI3YNaHhDiAgpQlCZkk,2021-11-11 16:11,194776
137,Remi Wolf,Disco Man,spotify:track:0T7aTl1t15HKHfwep4nANV,2021-11-11 16:14,192000
138,Snoh Aalegra,Fool For You,spotify:track:0GGSPe4DC0qkKyFb9Erao5,2021-11-11 16:17,194303
139,PJ Morton,How Deep Is Your Love,spotify:track:0loJyuSFr6vVPBQSmLLrrQ,2021-11-11 16:21,197081
140,Orion Sun,Antidote,spotify:track:1NlGXcWeUSe1s3IgRKcqmB,2021-11-11 16:24,169822
141,SiR,D'Evils,spotify:track:0wY9rA9fJkuESyYm9uzVK5,2021-11-11 16:26,171818
142,Joy Crookes,Two Nights,spotify:track:5BeS2mGbdYVfS53Q6bVinG,2021-11-11 16:30,186000
143,Greentea Peng,Downers - A COLORS SHOW,spotify:track:7qBnnlFavJKaDal2u40GOa,2021-11-11 16:33,220000
144,Duckwrth,Crush,spotify:track:3aUviSdBVbsdmH406j5GZC,2021-11-11 16:36,135013
145,Remi Wolf,Woo!,spotify:track:2q3VZjLVCWbJq0rICML7va,2021-11-11 16:39,196562
146,Snoh Aalegra,I Want You Around,spotify:track:2gjidmxtA1pyj2HYrdOTG1,2021-11-11 16:43,212787
147,Bakar,Stop Selling Her Drugs (feat. Dominic Fike),spotify:track:4uBQDAzZ881KYZvW7ZInUn,2021-11-11 16:47,80304
148,Emotional Oranges,West Coast Love,spotify:track:4NFD9ea0uH0MtoC30yNYE1,2021-11-11 16:51,215386
149,Joy Crookes,When You Were Mine,spotify:track:3zSwFE91EdwhEwS6vnJohB,2021-11-11 16:54,203483
150,Celeste,Both Sides Of The Moon,spotify:track:76oWruR7pYy8Fjvgn4KBUA,2021-11-11 16:58,257240
151,Remi Wolf,Sauce,spotify:track:5O7ivZ60NXuzWi1Myvk0U2,2021-11-11 17:02,230174
152,KAYTRANADA,CHANCES,spotify:track:439X8jGytErRiPnaoUJHju,2021-11-11 17:06,218200
153,Raveena,Temptation,spotify:track:0ulct3cASnhGvaGhFIuIyZ,2021-11-11 17:10,248738
154,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",spotify:track:0EN4QjJqiAufEh6g4xPNvC,2021-11-11 18:56,311000
155,Solange,Binz,spotify:track:7yvdp8dqmxExSJwT2fn6Xq,2021-11-11 18:58,111226
156,Joy Crookes,No Hands,spotify:track:0gZcAOhjbDoLGzCQ0VW2J6,2021-11-11 19:00,131097
157,Q,Take Me Where Your Heart Is,spotify:track:1RJl5cZ8kFpoVFOS2x6scI,2021-11-11 20:14,192896
158,Jorja Smith,By Any Means,spotify:track:2UWnZrXLXIyfMgNvJr2KUa,2021-11-11 20:18,225631
159,Kaiit,OG Luv Kush pt.2,spotify:track:2FGz8KTEn9m8xu9LHF3JIB,2021-11-11 20:20,159010
160,Rejjie Snow,Cookie Chips,spotify:track:75yIue8dwthQA0QKd9ktyI,2021-11-11 20:36,259906
161,Ari Lennox,Night Drive,spotify:track:3VeuvRWfJLSOzeVPrgi5MR,2021-11-11 20:39,150133
162,Joy Crookes,Feet Don't Fail Me Now,spotify:track:1GVkrFVc94CTjm9bdSmGjp,2021-11-11 20:42,198800
163,Greentea Peng,Hu Man,spotify:track:2ZfVt2skRwfEq1Wb3D7GmP,2021-11-11 20:46,203240
164,Tom Misch,Nightrider,spotify:track:5TgZ7lOUugOdabBcD9a6ud,2021-11-11 22:43,300990
165,AUDREY NUNA,damn Right,spotify:track:01ukVTKa6DhejzNulpoG2t,2021-11-11 22:46,164613
166,Noname,Self,spotify:track:2kiCjjIJznzvPuSTtPPP4O,2021-11-11 22:48,94932
167,Masego,Navajo,spotify:track:6zWU7YALeEDMcPGhKKZJhV,2021-11-11 22:51,194157
168,Joy Crookes,Don't Let Me Down - Demo,spotify:track:1VwPTHAfPvcL1ZubK6qabL,2021-11-11 23:18,195535
169,Samm Henshaw,Broke,spotify:track:1JqcZQCnxjDOfZZwQidb1H,2021-11-11 23:21,207722
170,Joy Crookes,Mother May I Sleep With Danger?,spotify:track:6rZtlYru44l92npSBTbUN7,2021-11-11 23:24,207706
171,Terrace Martin,Freeze Tag (feat. Phoelix),spotify:track:47v4uUtj5AukJmCbMq4Kry,2021-11-11 23:28,191936
172,Free Nationals,On Sight,spotify:track:5WiShbQYrJnoG7mD961IKY,2021-11-11 23:32,249453
173,Mahalia,Plastic Plants,spotify:track:68OnIh4v10tWxZYJTsHJWX,2021-11-11 23:35,199533
174,Blood Orange,Charcoal Baby,spotify:track:3bBmpVl9rQKJsFFGLFilIS,2021-11-11 23:39,242341
175,Joy Crookes,Anyone But Me,spotify:track:40KxHanilxLVRq4DY5pnm7,2021-11-11 23:42,182386
176,shiv,Golden,spotify:track:03UZ8fbo1heGpeeVI380lY,2021-11-11 23:45,189426
177,Hope Tala,All My Girls Like To Fight,spotify:track:6rCuplMDiFQVSca77OQocz,2021-11-11 23:48,125796
178,Duckwrth,Kiss U Right Now,spotify:track:4A4EI3YNaHhDiAgpQlCZkk,2021-11-12 12:24,194776
179,Ramirez,Gold Thangs & Pinky Rangs (Da Hooptie),spotify:track:1oEtKSSBOmCVXKCCJMfOFn,2021-11-12 12:26,121483
180,Pink Sweat$,Not Alright,spotify:track:3GMGG9FusTo7RdNR2KU5Ky,2021-11-12 12:26,5290
181,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-12 12:33,346400
182,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 12:37,233000
183,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-12 12:42,276623
184,Baby Keem,16,spotify:track:1Is8hGpkGMiePASAxBluxM,2021-11-12 12:42,986
185,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 12:46,209400
186,Aminé,YiPiYaY,spotify:track:0tlM57cmnhLbHwxU8hGox4,2021-11-12 12:49,8866
187,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-12 12:49,213933
188,Dua Lipa,Tears Dry on Their Own - Acoustic,spotify:track:6ftZrt4wcgSHokKl7ice5y,2021-11-12 12:53,196632
189,Traveller,Nobody Makes It Out,spotify:track:2m0PJuLOZUj1GQG3vsOG2h,2021-11-12 12:56,203760
190,Kendrick Lamar,Wesley's Theory,spotify:track:7Ks4VCY1wFebnOdJrM13t6,2021-11-12 13:01,287360
191,Derek & The Dominos,Bell Bottom Blues,spotify:track:2YJgM8lj4u5YEZRSHSfL60,2021-11-12 13:06,301720
192,Vince Staples,FUN! - SILO x Martin Wave Remix,spotify:track:3i63zFXF9rniaSXSrmMvi9,2021-11-12 13:09,166983
193,Joey Bada$$,Shine,spotify:track:64Dy3qJDCFug6CySbswdbO,2021-11-12 13:53,114246
194,Lauv,Changes,spotify:track:7cDpMO5wuWgvv3j4INRBeB,2021-11-12 13:53,6380
195,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-12 13:53,830
196,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 13:57,233000
197,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-11-12 14:02,275473
198,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-12 14:05,213933
199,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-11-12 14:09,218493
200,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-12 14:14,276623
201,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-11-12 14:17,224013
202,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 14:21,209400
203,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-12 14:27,346400
204,Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,2021-11-12 14:30,190647
205,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-11-12 19:38,1914
206,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 19:41,233000
207,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-11-12 19:45,212653
208,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-11-12 19:49,218493
209,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 19:52,209400
210,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-12 19:57,276623
211,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-11-12 20:08,275473
212,Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,2021-11-12 20:12,190647
213,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-11-12 20:16,224013
214,Lost Lakes,Whiskey River,spotify:track:37TgCoHLNkTwBNmWCdyogw,2021-11-12 20:16,14654
215,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-11-12 21:15,135550
216,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-11-12 21:18,169856
217,Lake Street Dive,My Speed,spotify:track:0OnTLEBo6OkXzH8ZE3RdTr,2021-11-12 21:23,290546
218,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-11-12 21:29,346400
219,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 21:34,233000
220,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-11-12 21:37,212653
221,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-11-12 21:41,218493
222,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-11-12 21:45,209400
223,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-11-12 21:49,276623
224,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-11-12 21:57,224670
225,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-11-12 22:01,233000
226,Lost Lakes,Whiskey River,spotify:track:37TgCoHLNkTwBNmWCdyogw,2021-11-12 22:04,180370
227,Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,2021-11-12 22:07,190647
